Date,Team,Acquired,Relinquished,Notes
2010-08-16,Lions,,• Jordon Dizon,placed on IR with knee injury
2010-08-16,Lions,• Ko Simpson,,activated from physically unable to perform list
2010-08-16,Panthers,,• Steve Justice,placed on IR
2010-08-16,Panthers,• Steve Smith / Steve Smith Sr. (Latrall),,activated from physically unable to perform list
2010-08-16,Saints,,• Lynell Hamilton,placed on IR with knee injury
2010-08-16,Saints,• Robert Meachem,,activated from physically unable to perform list
2010-08-16,Texans,,• Ben Tate (b),placed on IR with ankle injury
2010-08-16,Texans,,• Tim Bulman,placed on IR with shoulder injury
2010-08-16,Titans,,• Marcus Howard,placed on IR
2010-08-17,Bills,,• Ryan Manalac,placed on IR
2010-08-17,Browns,,• Dave Zastudil,placed on IR with right knee injury
2010-08-17,Browns,,• Johnathan Haggerty,placed on IR
2010-08-18,Colts,,• Jamie Silva,placed on IR
2010-08-18,Lions,,• Richard Dickson,placed on IR with knee injury
2010-08-18,Titans,,• Stafon Johnson,placed on IR with right ankle and leg injury
2010-08-19,49ers,,• Chris Patrick,placed on IR with shoulder injury
2010-08-19,Bears,,• Matt Mayberry,placed on IR
2010-08-19,Colts,,• Donye McCleskey / Donye' McCleskey,placed on IR
2010-08-19,Lions,,• Jahi Word-Daniels,placed on IR
2010-08-19,Lions,,• Matt Clapp,placed on IR
2010-08-19,Raiders,,• Charlie Frye,placed on IR with right wrist injury
2010-08-19,Redskins,,• Mike Furrey,placed on IR with concussion
2010-08-19,Vikings,,• Jaymar Johnson,placed on IR with fractured left thumb
2010-08-20,Buccaneers,,• De'von Hall,placed on IR
2010-08-20,Jaguars,,• Freddy Keiaho,placed on IR with concussion
2010-08-20,Texans,,• Darnell Bing,placed on IR with neck injury
2010-08-21,Falcons,,• Kerry Meier,placed on IR with knee injury
2010-08-23,Bills,,• Danny Batten,placed on IR with right shoulder injury (surgery)
2010-08-23,Bills,,• Marcus Easley,placed on IR with left knee injury
2010-08-23,Colts,,• Jordan Hemby,placed on IR
2010-08-23,Jets,,• Ropati Pitoitua,placed on IR with left Achilles tendon injury
2010-08-23,Lions,,• Roy Schuening,placed on IR
2010-08-23,Saints,,• Marcus Mailei,placed on IR with undisclosed injury
2010-08-24,Bears,,• Eric Peterman,placed on IR
2010-08-24,Bengals,,• Andrew Mitchell,placed on IR
2010-08-24,Patriots,,• Kade Weston,placed on IR with undisclosed injury
2010-08-24,Saints,,• P.J. Hill,placed on IR with left leg injury
2010-08-24,Browns,,• Kwaku Danso,placed on IR
2010-08-25,Bills,,• Michael Matthews,placed on IR
2010-08-25,Giants,,• Michael Greco,placed on IR
2010-08-25,Rams,,• Dominic Douglas,placed on IR
2010-08-26,Lions,,• Trevor Canfield,placed on IR
2010-08-27,Lions,,• Jared DeVries,placed on IR with knee injury
2010-08-28,Colts,,• Marcus McCauley,placed on IR with undisclosed injury
2010-08-29,Bengals,,• Gibril Wilson,"placed on IR with torn ACL, MCL in left knee"
2010-08-30,Bengals,,• Tom Nelson,placed on reserve/physically unable to perform list with knee injury
2010-08-30,Colts,,• Kevin Thomas (c),placed on IR with knee injury
2010-08-30,Lions,,• David Roach,placed on IR
2010-08-30,Rams,,• Donnie Avery,placed on IR with torn ACL in right knee
2010-08-30,Texans,,• Ben Tate (b),placed on IR
2010-08-30,Texans,,• Trindon Holliday,placed on IR with thumb injury
2010-08-30,Texans,• Owen Daniels,,activated from physically unable to perform list
2010-08-30,Seahawks,,• Jonathan Lewis,placed on IR with thumb injury
2010-08-31,49ers,,• Brandon Long,placed on IR
2010-08-31,Broncos,,• Tony Carter (Lamar),placed on IR
2010-08-31,Browns,,• Titus Adams,placed on IR with leg injury
2010-08-31,Buccaneers,,• Jon Alston (b. 1983-06-04),placed on IR with undisclosed injury
2010-08-31,Cardinals,,• Nehemiah Broughton,placed on IR with torn ACL in knee
2010-08-31,Cardinals,,• O'Brien Schofield,placed on reserve/non-football injury list with knee injury
2010-08-31,Chargers,,• Donald Butler,placed on IR with Achilles tendon injury
2010-08-31,Cowboys,,• John Phillips (Matthew),placed on IR with torn ACL in right knee
2010-08-31,Cowboys,,• Stephen Hodge,placed on reserve/physically unable to perform list with knee injury
2010-08-31,Dolphins,,• Joey Haynos,placed on IR
2010-08-31,Dolphins,,• Nate Garner,placed on IR with foot injury
2010-08-31,Dolphins,,• Phillip Merling,placed on reserve/non-football injury list with Achilles tendon injury
2010-08-31,Eagles,,• Ricky Sapp,placed on IR with knee injury
2010-08-31,Eagles,,• Victor Abiamiri,placed on physically unable to perform list with knee injury
2010-08-31,Giants,,• Adrian Tracy,placed on IR with elbow injury
2010-08-31,Giants,,• Jim Sorgi,placed on IR with right shoulder injury
2010-08-31,Giants,,• Kevin Boothe,placed on reserve/physically unable to perform list with torn pectoral muscle
2010-08-31,Giants,,• Sinorice Moss,placed on IR with sports hernia
2010-08-31,Jaguars,,• D'Anthony Smith,placed on IR with Achilles tendon injury
2010-08-31,Jaguars,,• John Estes,placed on IR with knee injury
2010-08-31,Lions,,• Jack Williams (b),placed on reserve/physically unable to perform list with knee injury
2010-08-31,Lions,,• Jake Nordin,placed on IR
2010-08-31,Packers,,• Al Harris (b. 1974-12-07),placed on reserve/physically unable to perform list recovering from surgery on knee
2010-08-31,Packers,,• Atari Bigby,placed on reserve/physically unable to perform list with ankle injury
2010-08-31,Packers,,• James Starks,placed on reserve/physically unable to perform list with hamstring injury
2010-08-31,Packers,,• Quinn Porter,placed on IR with sprained MCL in left knee
2010-08-31,Panthers,,• Hilee Taylor,placed on IR with knee injury
2010-08-31,Panthers,,• Thomas Davis,placed on reserve/physically unable to perform list with torn ACL in right knee
2010-08-31,Panthers,,• Wallace Wright,placed on IR with shoulder injury
2010-08-31,Patriots,,• Bret Lockett,placed on IR with chest injury
2010-08-31,Patriots,,• Darryl Richard,placed on IR with foot injury
2010-08-31,Patriots,,• Josh Barrett,placed on IR with shoulder injury
2010-08-31,Patriots,,• Leigh Bodden,placed on IR with shoulder injury
2010-08-31,Rams,,• Phil Trautwein,placed on IR
2010-08-31,Ravens,,• Brendon Ayanbadejo,placed on reserve/physically unable to perform list with torn left quadriceps
2010-08-31,Ravens,,• Daniel Sanders,placed on IR with shoulder injury
2010-08-31,Ravens,,• Marcus Paschal,placed on IR with right leg injury
2010-08-31,Ravens,,• Matt Lawrence,placed on reserve/physically unable to perform list with knee injury
2010-08-31,Redskins,,• Malcolm Kelly,placed on IR with knee injury
2010-08-31,Steelers,,• Chris Scott (b. 1987-08-04),placed on reserve/physically unable to perform list with foot injury
2010-08-31,Titans,• (Robert) Tony Brown,,activated from physically unable to perform list
2010-08-31,Vikings,,• Jeremy Leman / J Leman,placed on IR with toe injury
2010-08-31,Vikings,,• Sidney Rice,placed on reserve/physically unable to perform list with hip injury
2010-08-31,Steelers,• Andre Frazier,,activated from IR
2010-08-31,Panthers,,• Dexter Jackson (M.),placed on reserve/physically unable to perform list
2010-09-01,Bears,,• Will Ta'ufo'ou,placed on IR with right knee injury
2010-09-01,Cardinals,,• Darren Mougey,placed on IR
2010-09-01,Falcons,,• Thomas Johnson (b. 1981-06-24),placed on IR
2010-09-01,Jaguars,,• Cecil Newton Jr.,placed on IR
2010-09-01,Packers,,• Quinn Porter,placed on IR
2010-09-01,Seahawks,,• Josh Pinkard,placed on reserve/non-football injury list with knee injury
2010-09-01,Titans,,• Kareem Brown,placed on IR
2010-09-01,Titans,,• Mike Rivera,placed on IR
2010-09-02,Ravens,,• Mike McLaughlin (b),placed on IR with sports hernia
2010-09-03,Broncos,,• LenDale White,placed on IR with Achilles tendon injury
2010-09-03,Browns,,• Montario Hardesty,placed on IR with left knee injury
2010-09-03,Cardinals,,• Gerald Hayes,placed on reserve/physically unable to perform list with back injury
2010-09-03,Eagles,,• Victor Abiamiri,placed on reserve/physically unable to perform list
2010-09-04,49ers,,• Chris Patrick,placed on IR
2010-09-04,49ers,,• Matt Wilhelm,placed on IR
2010-09-04,49ers,,• Scott McKillop,placed on IR
2010-09-04,Bears,,• Averell Spicer,placed on IR
2010-09-04,Bears,,• Brett Basanez,placed on IR
2010-09-04,Bengals,,• Andrew Mitchell,placed on IR
2010-09-04,Bengals,,• Gibril Wilson,placed on IR
2010-09-04,Bills,,• Felton Huggins,placed on IR
2010-09-04,Bills,,• Joe Klopfenstein,placed on IR
2010-09-04,Bills,,• Jon Corto,placed on reserve/physically unable to perform list with wrist injury
2010-09-04,Broncos,,• Ben Garland,placed on reserve/non-football injury list / military list
2010-09-04,Broncos,,• Brandon Stokley,placed on IR for undisclosed reason
2010-09-04,Broncos,,• Braxton Kelley,placed on IR
2010-09-04,Broncos,,• Elvis Dumervil,placed on IR with pectoral injury
2010-09-04,Broncos,,• Kenny McKinley,placed on IR
2010-09-04,Broncos,,• Kyle Eckel,placed on IR
2010-09-04,Browns,,• Dave Zastudil,placed on IR
2010-09-04,Browns,,• Greg Estandia,placed on IR
2010-09-04,Browns,,• Johnathan Haggerty,placed on IR
2010-09-04,Browns,,• Kwaku Danso,placed on IR
2010-09-04,Browns,• Shaun Rogers,,activated from physically unable to perform list
2010-09-04,Buccaneers,,• Brandon Gilbeaux,placed on IR with ankle injury
2010-09-04,Buccaneers,,• Demar Dotson,placed on IR with undisclosed injury
2010-09-04,Buccaneers,,• Jon Alston (b. 1983-06-04),placed on IR
2010-09-04,Cardinals,,• Darren Mougey,placed on IR
2010-09-04,Cardinals,,• Keilen Dykes,placed on IR
2010-09-04,Cardinals,,• Nehemiah Broughton,placed on IR
2010-09-04,Chiefs,,• Chandler Williams III,placed on IR
2010-09-04,Chiefs,,• Jerheme Urban,placed on IR with finger injury
2010-09-04,Chiefs,,• Maurice Leggett,placed on IR with neck injury
2010-09-04,Chiefs,,• Tervaris Johnson,placed on IR
2010-09-04,Colts,,• Brett Swenson,placed on IR
2010-09-04,Colts,,• David Caldwell (b),placed on IR
2010-09-04,Colts,,• Donye McCleskey / Donye' McCleskey,placed on IR
2010-09-04,Colts,,• Jamie Silva,placed on IR
2010-09-04,Colts,,• Jordan Hemby,placed on IR
2010-09-04,Colts,,• Marcus McCauley,placed on IR
2010-09-04,Colts,,• Tom Santi,placed on IR
2010-09-04,Dolphins,,• Joey Haynos,placed on IR
2010-09-04,Dolphins,,• Kory Sheets,placed on IR
2010-09-04,Eagles,,• Antoine Harris,placed on IR
2010-09-04,Eagles,,• Marlin Jackson,placed on IR
2010-09-04,Falcons,,• Thomas Johnson (b. 1981-06-24),placed on IR
2010-09-04,Giants,,• Domenik Hixon,placed on IR
2010-09-04,Giants,,• Jim Sorgi,placed on IR
2010-09-04,Giants,,• Sinorice Moss,placed on IR
2010-09-04,Jaguars,,• Bryan Smith,placed on IR
2010-09-04,Jaguars,,• Chris McGaha,placed on IR
2010-09-04,Jaguars,,• Freddy Keiaho,placed on IR
2010-09-04,Jaguars,,• Jason Harmon (b),placed on IR
2010-09-04,Jaguars,,• Kyle Bosworth,placed on IR with undisclosed injury
2010-09-04,Jaguars,,• Nate Hughes,placed on IR
2010-09-04,Jaguars,,• Terrell Whitehead,placed on IR
2010-09-04,Lions,,• Copeland Bryan,placed on IR
2010-09-04,Lions,,• Jake Nordin,placed on IR
2010-09-04,Lions,,• Jared DeVries,placed on IR
2010-09-04,Lions,,• Joe Cohen,placed on IR
2010-09-04,Lions,,• Jordon Dizon,placed on IR
2010-09-04,Lions,,• Richard Dickson,placed on IR
2010-09-04,Lions,,• T.J. Rushing,placed on IR
2010-09-04,Lions,,• Trevor Canfield,placed on IR
2010-09-04,Packers,,• Josh Bell,placed on IR
2010-09-04,Packers,,• Quinn Porter,placed on IR
2010-09-04,Packers,,• Will Blackmon,placed on IR with knee injury
2010-09-04,Panthers,,• C.J. Davis,placed on IR with concussion
2010-09-04,Panthers,,• Duke Robinson,placed on IR with knee injury
2010-09-04,Panthers,,• Steve Justice,placed on IR
2010-09-04,Panthers,,• Wallace Wright,placed on IR
2010-09-04,Patriots,,• Brandon McGowan,placed on IR with chest injury
2010-09-04,Patriots,,• Kade Weston,placed on IR
2010-09-04,Patriots,,• Leigh Bodden,placed on IR
2010-09-04,Patriots,,• Ty Warren,placed on IR
2010-09-04,Raiders,,• Charlie Frye,placed on IR
2010-09-04,Raiders,,• Jonathan Holland,placed on IR
2010-09-04,Rams,,• Chris Hovan,placed on IR
2010-09-04,Rams,,• Eric Young,placed on IR with knee injury
2010-09-04,Rams,,• Kevin Payne,placed on IR with knee injury
2010-09-04,Rams,,• Phil Trautwein,placed on IR
2010-09-04,Ravens,,• Daniel Sanders,placed on IR
2010-09-04,Ravens,,• David Hale,placed on IR with back injury
2010-09-04,Ravens,,• Domonique Foxworth,placed on IR
2010-09-04,Ravens,,• Ed Reed,placed on reserve/physically unable to perform list with hip injury
2010-09-04,Ravens,,• Kelly Talavou,placed on IR with knee injury
2010-09-04,Ravens,,• Marcus Paschal,placed on IR
2010-09-04,Ravens,,• Ramon Harewood,placed on IR with knee injury
2010-09-04,Ravens,,• Stefan Rodgers,placed on IR with ankle injury
2010-09-04,Redskins,,• Mike Furrey,placed on IR
2010-09-04,Saints,,• Clint Ingram,placed on reserve/physically unable to perform list
2010-09-04,Saints,,• Darren Sharper,placed on reserve/physically unable to perform list
2010-09-04,Saints,,• Jonathan Casillas,placed on IR with foot injury
2010-09-04,Saints,,• Lynell Hamilton,placed on IR
2010-09-04,Saints,,• Marcus Mailei,placed on IR
2010-09-04,Saints,,• P.J. Hill,placed on IR
2010-09-04,Seahawks,,• Anthony Heygood,placed on IR
2010-09-04,Seahawks,,• Isaiah Stanback,placed on IR
2010-09-04,Seahawks,,• Jameson Konz,placed on IR
2010-09-04,Seahawks,,• Ray Willis,placed on IR with knee injury
2010-09-04,Steelers,,• Limas Sweed,placed on IR
2010-09-04,Steelers,,• Tuff Harris,placed on IR
2010-09-04,Steelers,,• Willie Colon,placed on IR
2010-09-04,Texans,,• Andre' Davis / Andre Davis (a),placed on IR with hip/tailbone injury
2010-09-04,Texans,,• Anthony Hill,placed on reserve/physically unable to perform list with knee injury
2010-09-04,Texans,,• Darnell Bing,placed on IR
2010-09-04,Texans,,• Justin Griffith,placed on IR
2010-09-04,Texans,,• Kris Brown,placed on IR with foot injury
2010-09-04,Texans,,• Tim Bulman,placed on IR
2010-09-04,Texans,,• Trey Stross,placed on IR
2010-09-04,Titans,,• David Thornton,placed on reserve/physically unable to perform list with hip injury
2010-09-04,Titans,,• Dominique Lindsay,placed on IR
2010-09-04,Titans,,• Kareem Brown,placed on IR
2010-09-04,Titans,,• Marcus Howard,placed on IR
2010-09-04,Titans,,• Mike Rivera,placed on IR
2010-09-04,Titans,,• Roderick Hood / Rod Hood,placed on IR
2010-09-04,Titans,,• Stafon Johnson,placed on IR
2010-09-04,Vikings,,• Jaymar Johnson,placed on IR with fractured left thumb
2010-09-04,Vikings,,• Jeremy Leman / J Leman,placed on IR
2010-09-04,Bengals,• Cordera Eason,,activated from IR
2010-09-04,Panthers,,• Aaron Francisco,placed on IR with hamstring injury
2010-09-04,Cardinals,,• Dean Muhtadi,placed on IR
2010-09-04,Bengals,,• Cordera Eason,placed on IR
2010-09-05,Bears,,• Woodny Turenne,placed on IR
2010-09-05,Bengals,,• Taufui Vakapuna / Fui Vakapuna,placed on IR with shoulder injury
2010-09-05,Bills,,• Derek Schouman,placed on IR with knee injury
2010-09-05,Buccaneers,,• Jonathan Compas,placed on IR with undisclosed injury
2010-09-05,Cardinals,,• Alfonso Smith,placed on IR
2010-09-05,Cardinals,,• Chris Johnson (c),placed on IR
2010-09-05,Cardinals,,• Mark Washington (b. 1985-08-20),placed on IR
2010-09-05,Chargers,,• Richie Brockel,placed on IR
2010-09-05,Colts,,• Glenn Sharpe,placed on IR
2010-09-05,Colts,,• James Williams (g),placed on IR
2010-09-05,Colts,,• Taj Smith,placed on IR
2010-09-05,Dolphins,,• Will Allen (D.),placed on IR with left knee injury
2010-09-05,Falcons,,• Brandyn Harvey,placed on IR
2010-09-05,Giants,,• Alex Hall,placed on IR with shoulder injury
